SumBiomass,fecund_pop,Lp50_pop,num_pop,Finput,CVg,Fdi
3.12E+06,1.99E+08,259.67,3150,0.5,0,0.02
3.10E+06,1.99E+08,259.67,3142,0.5,0,0.02
3.20E+06,2.01E+08,259.67,3132,0.5,0,0.02
3.18E+06,2.06E+08,259.67,3146,0.5,0,0.02
3.22E+06,2.13E+08,259.67,3111,0.5,0,0.02
3.16E+06,2.06E+08,259.67,3072,0.5,0,0.02
3.13E+06,2.08E+08,259.67,3070,0.5,0,0.02
3.20E+06,2.10E+08,259.67,2587,0.5,0,0.02
2.18E+06,1.32E+08,259.67,2379,0.5,0,0.02
1.67E+06,8.89E+07,259.67,2236,0.5,0,0.02
1.52E+06,6.87E+07,259.67,2139,0.5,0,0.02
1.35E+06,5.71E+07,259.67,1948,0.5,0,0.02
1.32E+06,5.30E+07,259.67,1934,0.5,0,0.02
1.27E+06,5.31E+07,259.67,1904,0.5,0,0.02
1.21E+06,4.95E+07,259.67,1855,0.5,0,0.02
1.22E+06,5.36E+07,259.67,1890,0.5,0,0.02
1.16E+06,4.32E+07,259.67,1816,0.5,0,0.02
1.10E+06,4.24E+07,259.67,1739,0.5,0,0.02
1.02E+06,4.04E+07,259.67,1763,0.5,0,0.02
1.08E+06,3.64E+07,259.67,1717,0.5,0,0.02
1.05E+06,3.79E+07,259.67,1718,0.5,0,0.02
1.08E+06,4.66E+07,259.67,1767,0.5,0,0.02
1.03E+06,4.04E+07,259.67,1768,0.5,0,0.02
1.06E+06,4.18E+07,259.67,1750,0.5,0,0.02
1.05E+06,4.40E+07,259.67,1833,0.5,0,0.02
1.08E+06,4.69E+07,259.67,1841,0.5,0,0.02
1.10E+06,4.41E+07,259.67,1810,0.5,0,0.02
1.12E+06,4.91E+07,259.67,1819,0.5,0,0.02
1.11E+06,4.03E+07,259.67,1838,0.5,0,0.02
1.17E+06,4.52E+07,259.67,1791,0.5,0,0.02
1.13E+06,4.72E+07,259.67,1853,0.5,0,0.02
1.09E+06,4.78E+07,259.67,1845,0.5,0,0.02
1.12E+06,4.77E+07,259.67,1876,0.5,0,0.02
1.14E+06,5.23E+07,259.67,1870,0.5,0,0.02
1.11E+06,4.46E+07,259.67,1831,0.5,0,0.02
1.15E+06,4.78E+07,259.67,1880,0.5,0,0.02
1.14E+06,4.69E+07,259.67,1866,0.5,0,0.02
1.13E+06,4.13E+07,259.67,1770,0.5,0,0.02
1.13E+06,4.49E+07,259.67,1757,0.5,0,0.02
1.08E+06,4.60E+07,259.67,1794,0.5,0,0.02
1.16E+06,5.96E+07,259.67,1884,0.5,0,0.02
1.13E+06,5.13E+07,259.67,1930,0.5,0,0.02
1.15E+06,4.83E+07,259.67,1873,0.5,0,0.02
1.16E+06,4.74E+07,259.67,1862,0.5,0,0.02
1.19E+06,5.35E+07,259.67,1892,0.5,0,0.02
1.08E+06,4.43E+07,259.67,1832,0.5,0,0.02
1.12E+06,4.15E+07,259.67,1840,0.5,0,0.02
1.17E+06,5.06E+07,259.67,1917,0.5,0,0.02
1.18E+06,5.57E+07,259.67,1920,0.5,0,0.02
1.20E+06,5.20E+07,259.67,1830,0.5,0,0.02
1.10E+06,5.23E+07,259.67,1917,0.5,0,0.02
1.16E+06,5.66E+07,259.67,1948,0.5,0,0.02
1.17E+06,5.00E+07,259.67,1901,0.5,0,0.02
1.20E+06,4.54E+07,259.67,1834,0.5,0,0.02
1.23E+06,5.59E+07,259.67,1955,0.5,0,0.02
1.23E+06,5.30E+07,259.67,1909,0.5,0,0.02
1.21E+06,5.01E+07,259.67,1863,0.5,0,0.02
1.16E+06,5.04E+07,259.67,1875,0.5,0,0.02
1.12E+06,4.44E+07,259.67,1821,0.5,0,0.02
1.08E+06,3.88E+07,259.67,1755,0.5,0,0.02
1.09E+06,4.61E+07,259.67,1817,0.5,0,0.02
1.07E+06,4.36E+07,259.67,1757,0.5,0,0.02
1.06E+06,4.17E+07,259.67,1809,0.5,0,0.02
1.09E+06,4.27E+07,259.67,1770,0.5,0,0.02
1.06E+06,3.94E+07,259.67,1737,0.5,0,0.02
1.08E+06,4.09E+07,259.67,1767,0.5,0,0.02
1.10E+06,4.50E+07,259.67,1836,0.5,0,0.02
1.13E+06,4.20E+07,259.67,1789,0.5,0,0.02
1.12E+06,4.24E+07,259.67,1834,0.5,0,0.02
